text,label
rt username hating dj endorsing mar roxas seriously guys tsss,2
psy pagyanig,1
nadaanan kaninang nakakaloka aba namimigay suhol kanina number si binay daw iboto,1
wala akong ganang matulog baka kasi pag gising bukas si mar roxas mananalo hay nako wag naman sana dayaang dilaw,1
gpl like binay scared onstage candidates,1
magiging dati nanalo si mar roxas election number halalan number url,1
grace poe fault hay roxas lumaban patas pnagtatawanan lng tao duterte till end grace poe,1
bina yle wala mo lang,2
po eso,2
di bale,2
miria mi namang ibang pwedeng magbigay pulang,2
roxas,2
du number lang,0
titigil pagsuporta kay binay binay mag aangat tacloban,0
tv number aksyon pagkwestyon ombudsman tro court appeals suspension order junjun binay ibinasura sc,1
si mar roxas nanalo president phillippines ... really number sure dayaan nangyari ayaw dilaw,1
pamabansang pabebe duterte sorry sir vote miriam could,1
username username username gaga paye si binay yun eh ha,0
mini ebook fun minus one video clip entitled si binay si roxas si poe … url,0
vip username libre mo binay leche ha,1
libreng spam bag abby binay wtf,1
asked dr sylvia claudio call release medical records cancer sen miriam santiago said release,0
username exclude binay haha also think possible number year due restrictions losing cands,0
stopped reading article binay ad pops every page annoying af url,1
oh binay stop romancing poverty poor govt job magically get poverty empower educate,0
puro makati pinagmamalaki binay nga yung nagawa nya pilipinas kasi v president sya eh mayor makati,1
mar roxas shut ... si duterte yun panalo ehh duterte,1
vp binay lie blatantly even hide anymore think people fooled politics ph,1
wala ding kubyertos napakabadly staged naman si binay sisisantehin nag isip url,1
username guest nyo naman po sen roxas vp binay,2
team jo ge,2
celebrity bluff year number,0
username lumalamang si binay ah haha,0
ramon magsaysay jr mar roxas switchto mar roxas robredo url,0
insult roxas binay poe nobody bat eye individual disrespects duterte everyone loses minds halalan number,0
lokong binay dinamay lang nognog,1
kay binay xd ha malamang maraming nakurakot pantulong wala nganga :),1
vp binay attends unveiling yolanda memorial tacloban city username url,0
grabe desperado talaga kalaban duterte lalo si trillanes hays duterte nothing,1
username deduct number picos votes given binay noynoy number reason binay expect pnoy anointment number,0
current tax system puts much burden working class taxpayers little well individuals vp binay binay,0
hala yung nag ccheer kay binay ... seriously stupidity finest godbless philippines,1
birds feather makes good feather duster binay must win avoid case least delay ... url,0
would grace poe even consider dutere spite evidence inexperience poor judgement sipsip naku poe,1
nakng tumakbo kana ngayong election talo mo si binay eh,1
dati mahirap makati ngaypn sobrang maunlad neto ... yun kay binay,2
binay hataw cebu,0
pwede try ulo mar roxas ha url,1
duterte number k,2
roxas number k,2
marcos number k,2
robredo number k,2
botante pwede magupdate wag niyo sshut ha lol,0
honasan says bec vp choices backed amid allegations vs binay decided run vice president call duty vote ph number,0
@abscbnnews vp binay tired punching bag abi url url stop talking,1
lang pang matanda pati pang bata yan vp binay sobrang galing,2
b number nay,2
binay winner,0
mej nakakajirits rin yung ad binay paulit ulit napapanood,1
okay kay aquino eh yung kay binay si kokey talaga lol url,1
tamang inyo wag ninyong ipilit give roxas binay poe one nation number,0
parang dinegrade binay yung taong gustong teacher tsk wrong move nogs nog nog hambog,1
cheapen presidency duterte tells poe camp abs cbn news url,0
ayyy ... like newest ad mar roxas di mo kailangang history pagkamahirap ... tumfact halalan number,0
si mar roxas simply decent candidate nyang kumain baso uminom plato ... url,0
worse binay whole bayan muna party list boto pilipino,1
basta pag si poe si binay nag anoint successor number nina mar leni e gawin ok inyo ha,1
binay supporter remember jojo binay questions uplb response different pili pinas number,0
davaoe ño feels nakakatakot matulog baka pag gising number si roxas wag naman sana god forbid ph vote duterte du number,0
never change vote never ever switch incompetent trapo duterte till end url,1
username seriously merong mar roxas facepalm,1
poe backing binay backing miriam backing ... backing ph vote number,0
grace joining forces roxas like way run gov,2
url,2
username url,0
username username grassroots one effective binay diyan natalo kay mar kasi look past performance,0
brigada news update ‘ panibagong alegasyon binay imahinasyon lang ’ url brigadanews brigadanewsfm,0
supporters mar poe binay shit mdm echavez,1
sobrang wtf pr team mar roxas,1
anti graft body denied appeal vice president jejomar binay ’ son seeking annul previous ... url,0
imyenlim katrinamoya 26_number binay version nog nog pandak laki hirap di madaming nagawa psy bulag push awards kath …,0
grabe puro binay duterte lang issue,1
roxas quit ro ro number username decent let people decide freely respect right,0
tanga mo binay haha,1
binay ’ problem roxas saying true ’ hear complaints problem execution,0
username mas malala kay binay,0
brat pack got marcos cronies erap danding ongpin bad binay ’ join tears escudero url,1
si binay ganito ganyan nagawa makati bumalik lang makati dun naman pala pinaka productive,1
naku ha bilis ata number nd mar roxas,1
mar roxas remember yolanda,1
di makalimutan yung exhawsted binay,0
daniel padilla endorses mar roxas hay wrong move bruh smh,1
duterte poe binay mar vote everyone personal defects leadership truthfulness worse yet come,0
rt username tnginang mayweather parang si mar roxas,1
username indeed binay denying links manifestation cynical view filipinos,0
minana binay kala mahirap lang binay,1
tv number aksyon vp binay bumisita biktima bagyo pampanga url,0
hahahah url halalan number binay binay number username username,0
shocker mar roxas win coming election machineries belt dirty tactics,1
tas sumabay inis yung pagmumukha mar roxas hayufff dreams never end snbo,1
username binay ... raf ... paredes,0
si mar roxas ba kay pasimple ra mandaot smh,1
mar roxas grace poe jojo binay bobo nu url,1
si binay lang laki hirap pinamanahan magulang nya oh like binay pili pinas debates number,0
username si mar roxas pakana nyan,0
mar roxas huwat,1
mar roxas desperate presidential candidate country ever seen,1
mar roxas ’ need ofw vote url via username,0
nakakaasar yung commercial binay pota,1
username di kasama yan pipili lang tlga waha hulaan kay binay haha,0
know many good patriotic intelligent supporters binay roxas poe santiago duterte honasan marcos ... url,0
constitutional edca,2
p noy vetoes sss pension hike bill,2
mar roxas declared datu,2
fight,1
tv number aksyon mar roxas di nababahala posibleng epekto pagbasura panukala dagdag pensyon news number aksyon,1
magikero binay ronnie puno campaign adviser url p hvote url,0
binay supporting program solves poverty,2
binay priority number ps,0
never thought abscbn mar roxas would really stooping gutter level using children black propaganda,1
basta nagpapasalamat nalang si binay yun lang naman talaga concern wag kayo magquestion bat magiendorse si dj,0
wonder behind ads binay ...,0
username ask yellow army tell smear job mar roxas,0
wag kayong magalit kay binay palakad lakad sya stage mahirap humanap anggulo tamang ilaw pili pinas debates number,0
sorry binay think lumalabas bibig mo bs,1
unfair compare medical practitioner spent thousand sleepless hours get profession poor analogy n binay,1
parang tanga yung ads binay,1
rt username mar roxas darna people darna tulungan mo hirap hirap darna oh kasalanan naman gobyerno …,0
binay running reelection rin kasi yung campaign material e makatiparin,0
rt username mo niretweet crush mo si binay,0
number nd si mar roxas bukas number nd yan,0
school mar would nerd duterte playground bully binay cheater poe exchange student,1
presidential candidates judges,2
angel poe,2
vice duterte,2
robin mar,2
fmg binay,2
sen santiago absent,2
pgt debate,0
magsanib pwersa si mar roxas grace poe tingin nyo malalamangan ba si duterte sabay daya ...,1
username,2
bait binay takot kuryente laging brown invisible,2
nog nog hambog,1
mar roxas irrelevant aquino administration mayor duterte username url,1
username username gawa binay yan platforms mahirap lang naman lagi,0
pakyu binay url,1
puzzy mo mar poe ug binay,1
username enough sina binay win fear philippines,1
username oo ha pati si binay,0
filipinos right decision hand country binay roxas philippines election,0
marunong daw maglaba si binay maglaba pera money laundering pili pinas debates number,1
username sama sama nag oath kay binay hehe dynastygalore username,1
binay ph gained apec meeting url url via cnn philippines,0
username delay cause mar roxas vp binay binay love,0
mas disente magisip tong si binay kesa presidente natin hays,2
url,1
binay downplays economic growth p noy gov ’ url philippine news url via username,0
umm decided cebu binay country pic taken earlier along srp ... think today really url,1
retweeted karlo @karlosc101 ):,2
desperate,2
duterte till end url url,1
mar roxas uneducated duterte till end,1
ba kath niel sinisira nyo image nyo kay mar roxas wala naman syang pake inyo nga kayo pinagtatanggol publiko,1
grabe every commercial break halos itong campaign ads binay shunga shunga lang maconvince sayong shet,1
username woke shocked many people fb already shared blasted picture ... binay us gutted,0
pwede yung ad binay oshopping ipalabas,0
username username maroxas manalo si duterte si duterte manalo mag sisikayo bablik marshalo ...,0
rt username bibwisit political ad binay number mister number misis,1
binay criticized username thrice today amlc report santa vigan ilocos sur bangued abra vote ph number url,0
excuse mr binay buhay niyo wala kaming access milyong milyong pera bayan inangkin niyo,1
pang vice president pang kurakot yan si binay tsk,1
plastik mar roxas letse,1
nakakasuka panoorin tv ad binay eh panay drama url,1
worried giving binay attention deserves bec distracted du number binay duterte,1
mayor binay 2010_number mayor duterte 2016_number muna mayor nga dumali kay mar,0
po inihalal ninyo vice president nman po kayo nagsisi pagboto binay u sure brad pili pinas debates number,0
ulet ulet yung commercial binay puta,1
username ha oo sarap nga patayin tv yung ad binay yung nalabas nognog kingiba,1
yes nalang binay bobo mo bobo mo bobo mo,1
sorry di aware ung puna binay blue navy blue dress karen someone enlighten mds number,0
pota pati ice water mar roxas rin yelo eh,1
mahahati yung vote kela poe santiago duterte roxas kay binay solid wag naman sana,0
number number number senator nancy binay got wrong via username url,0
rt username djp sec mar roxas,2
psy pagyanig url,0
di dadaanin hugot daming hugot pang campaign tv ad ... sakit tenga umay umay campaign mar roxas,0
binay number sosday number sos fam best fan army heart awards,0
username number st mention abigail binay appears tl trending topic philippines trndnl,0
word analyze complex mar roxas need common sense ganun basic,1
username si kasi binasa wala gana pagdating binay yan,1
ombudsman upholds criminal charges vs vp binay son url url,0
wtf philippines really choose mar poe binay miriam outrage eleksyon number url,1
azar tong new commercial binay eh ...,1
itutuloy nya daw yung daang matuwid wag mar roxas hatawin kita tuwid kawayan,2
vote maine fpp kca,1
ca junks junjun binay petition vs number nd suspension order url url,0
duterte lead rn roxas poe figures combined number clustered precints robredo fighting chance marcos,0
